transaction_date,region,product_category,channel,customer_segment,transaction_amount,monthly_active_users,churn_flag,support_tickets,marketing_spend
2024-07-30,North,Savings,ATM,Premium,1765.36,3599,0,14,15107.37
2023-02-04,North,Mortgages,Online,Premium,1077.89,618,0,19,19000.77
2024-08-24,North,Credit Cards,Branch,Retail,6317.3,2592,0,1,25933.35
2024-01-04,South,Loans,Mobile App,Student,4526.26,1811,0,20,8727.63
2023-04-01,Central,Mortgages,Online,Retail,3564.89,3937,0,10,1489.69
2023-04-06,Central,Mortgages,Branch,Retail,2083.43,1456,0,0,43123.02
2024-04-17,Central,Loans,Online,Premium,6578.2,1046,0,4,30274.33
2023-12-09,South,Savings,Online,Premium,1574.89,141,0,17,29906.56
2023-12-02,West,Insurance,Online,Premium,319.76,1239,0,14,17208.62
2023-12-29,South,Loans,Online,Student,10304.48,643,0,4,11601.64
2024-11-06,East,Mortgages,Online,Student,623.5,3812,0,3,15165.19
2024-04-02,North,Insurance,Branch,Retail,358.03,2634,0,0,26098.49
2023-06-09,West,Mortgages,Branch,Retail,31982.28,4667,1,1,1497.74
2023-02-15,Central,Insurance,ATM,Student,235.9,4724,0,17,7948.52
2024-11-30,South,Mortgages,Mobile App,Student,9035.4,646,1,9,18204.46
2024-09-10,South,Insurance,Mobile App,Premium,273.83,400,0,1,3136.65
2024-06-28,South,Loans,Online,Premium,96.25,2179,0,18,45624.62
2024-11-09,West,Credit Cards,Mobile App,Retail,2280.09,2673,0,8,35036.73
2024-12-14,South,Savings,ATM,Retail,4904.15,2595,0,13,22343.9
2023-05-05,West,Credit Cards,Online,Student,6635.95,4056,0,11,10919.77
2023-10-28,West,Insurance,Online,Premium,599.62,1955,0,12,46940.25
2024-01-19,West,Credit Cards,ATM,Student,11227.76,520,1,6,19457.77
2023-10-07,East,Credit Cards,ATM,Business,1488.41,914,0,10,22190.99
2023-03-26,South,Insurance,Online,Business,1469.9,2477,0,6,6779.53
2024-08-11,South,Credit Cards,ATM,Premium,399.68,4851,0,9,36149.04
2023-03-10,West,Savings,Mobile App,Business,474.79,3677,0,13,22537.69
2024-09-21,West,Mortgages,Mobile App,Business,1424.65,1573,0,19,43251.14
2023-02-20,Central,Insurance,ATM,Student,3802.55,2406,0,3,40975.37
2024-10-27,North,Credit Cards,Branch,Premium,380.54,4929,1,0,44819.36
2024-08-09,East,Insurance,Branch,Premium,145.75,4091,0,3,27942.34
2023-07-23,South,Credit Cards,Branch,Premium,1526.34,3829,0,6,10342.5
2023-03-23,West,Savings,Online,Premium,5750.4,4105,0,18,13745.26
2023-10-29,North,Loans,Mobile App,Student,4077.89,3761,0,19,11136.71
2023-02-22,South,Mortgages,Online,Premium,454.75,1749,0,3,42480.05
2023-06-21,North,Loans,ATM,Student,906.72,4181,0,4,15323.29
2024-01-14,North,Insurance,Mobile App,Business,823.29,1670,0,15,22314.17
2024-09-17,West,Credit Cards,Mobile App,Retail,903.78,1338,0,5,47079.59
2023-06-11,East,Savings,Mobile App,Student,2910.93,144,0,9,35356.94
2023-03-05,East,Savings,Mobile App,Premium,5821.88,4839,0,1,23481.21
2023-10-02,West,Insurance,ATM,Business,5449.08,3855,0,4,15627.1
2023-01-12,North,Insurance,Online,Premium,896.05,1130,0,17,4922.93
2023-07-24,North,Mortgages,Branch,Business,8136.87,4539,0,8,7241.91
2023-06-02,North,Loans,Mobile App,Business,1753.98,1293,0,5,22593.65
2024-07-29,South,Savings,Mobile App,Business,487.27,2814,0,9,13168.96
2024-09-11,East,Savings,Online,Student,2503.07,1438,0,12,26982.05
2024-04-20,South,Credit Cards,Online,Premium,1712.06,2678,0,6,42881.81
2024-11-14,South,Mortgages,Online,Retail,8242.49,490,0,8,9939.71
2024-07-17,Central,Insurance,Online,Student,106.6,690,0,8,39873.78
2023-10-24,North,Loans,Online,Student,635.78,2939,0,0,45299.06
2023-03-20,Central,Credit Cards,ATM,Premium,6225.17,3455,0,0,21725.03
2023-03-18,West,Loans,Mobile App,Premium,2072.45,3826,0,13,13932.37
2023-09-03,South,Insurance,Branch,Premium,899.82,4881,0,18,12024.16
2023-01-23,North,Mortgages,ATM,Business,12356.8,289,1,8,19335.79
2023-03-30,North,Credit Cards,Mobile App,Student,55.61,2285,0,7,16647.48
2024-04-01,South,Credit Cards,Mobile App,Business,921.44,2132,1,11,23546.16
2023-11-03,West,Savings,Online,Business,1367.7,4803,0,18,29415.51
2024-09-01,East,Credit Cards,ATM,Premium,4853.15,2932,0,17,40847.76
2024-10-03,Central,Insurance,Mobile App,Business,440.31,3535,0,20,48820.78
2024-03-10,East,Mortgages,ATM,Business,826.47,3357,0,16,23259.09
2024-06-27,Central,Insurance,ATM,Premium,8382.35,1315,0,19,42662.23
2023-08-11,West,Insurance,Online,Student,277.75,3118,0,1,19019.13
2024-11-09,Central,Mortgages,ATM,Premium,955.07,1275,0,1,20371.42
2024-05-17,North,Savings,Online,Student,171.9,3237,0,7,26202.62
2024-04-05,North,Mortgages,Branch,Student,4971.75,4221,0,1,39940.0
2023-11-14,West,Insurance,Online,Student,680.49,4191,0,10,14558.26
2024-01-18,West,Insurance,ATM,Premium,1962.75,1734,0,3,34769.71
2023-03-31,South,Mortgages,Online,Business,12522.17,1982,0,17,5039.41
2023-02-19,East,Insurance,Online,Premium,1252.8,563,0,19,18064.17
2024-11-22,West,Mortgages,ATM,Retail,674.32,3442,0,15,6554.21
2024-05-16,East,Credit Cards,Mobile App,Business,2456.42,625,0,16,19651.15
2023-01-12,South,Mortgages,ATM,Premium,49621.02,1256,0,14,45894.78
2024-03-30,East,Mortgages,ATM,Premium,4134.11,1055,0,1,2485.9
2023-03-11,North,Credit Cards,ATM,Student,454.92,4772,1,5,33115.18
2023-04-26,North,Insurance,Branch,Business,3616.02,2702,0,8,3595.43
2023-02-15,East,Savings,Online,Student,432.21,4965,0,15,23413.84
2023-05-17,East,Credit Cards,Mobile App,Business,12797.01,431,0,12,49460.32
2024-10-25,North,Loans,ATM,Business,5639.39,1517,0,6,23291.3
2024-04-12,Central,Loans,Mobile App,Premium,1084.9,3561,0,8,33675.95
2024-12-07,North,Savings,ATM,Student,13639.94,385,0,15,34523.35
2024-09-16,Central,Mortgages,Online,Retail,1760.45,3492,0,17,2048.18
2024-11-27,East,Mortgages,Mobile App,Retail,933.86,3961,0,16,19879.16
2023-03-28,North,Insurance,Mobile App,Student,1123.64,1647,0,7,41847.47
2024-07-18,North,Insurance,ATM,Retail,1051.71,3239,0,6,9029.89
2023-07-19,North,Loans,ATM,Premium,141.89,854,0,10,13557.75
2023-06-17,East,Insurance,Online,Business,1175.15,3281,0,9,4925.7
2024-11-02,Central,Credit Cards,Online,Student,302.0,2228,0,9,18702.43
2023-01-24,North,Credit Cards,ATM,Student,433.51,591,0,17,48299.42
2023-12-06,East,Credit Cards,Branch,Premium,1477.53,3831,0,9,11214.17
2024-04-02,Central,Mortgages,Mobile App,Business,3097.37,4233,0,18,33529.3
2024-01-21,South,Credit Cards,Mobile App,Retail,1606.9,4157,0,0,23085.63
2023-02-17,East,Mortgages,Branch,Student,1376.95,2278,0,20,42127.52
2024-08-21,Central,Loans,ATM,Retail,1220.15,1803,0,20,2668.58
2024-01-07,North,Mortgages,ATM,Student,50.0,3632,0,14,35944.33
2024-07-31,West,Savings,Branch,Premium,5918.28,1514,0,3,47998.16
2024-09-10,North,Savings,Branch,Premium,6685.03,3167,0,15,38262.41
2023-05-09,North,Insurance,ATM,Student,333.74,2109,0,12,34060.84
2023-04-03,North,Savings,Online,Premium,164.88,2787,0,2,28748.0
2024-11-04,West,Loans,Mobile App,Premium,724.54,2700,0,13,13943.14
2024-04-22,West,Mortgages,Mobile App,Business,307.39,1245,0,12,41415.8
2023-12-19,South,Mortgages,Mobile App,Student,3067.92,2371,0,0,40012.57
2024-06-12,East,Loans,Mobile App,Premium,98.97,2908,0,11,31377.88
2023-10-05,North,Mortgages,Online,Business,506.81,409,0,4,19944.38
2023-08-07,West,Insurance,Online,Retail,4250.4,1611,0,11,24108.97
2024-12-23,North,Savings,Mobile App,Student,197.8,4826,0,13,16109.83
2023-10-23,West,Insurance,Online,Business,50.0,4337,0,18,28576.02
2023-01-06,North,Loans,Online,Premium,65.37,1021,0,1,41082.88
2023-12-01,East,Insurance,ATM,Student,231.01,1120,0,9,43551.26
2024-02-09,Central,Savings,ATM,Business,179.94,1233,0,7,44319.23
2024-01-13,South,Loans,Online,Retail,1933.71,2559,0,14,6817.18
2024-09-04,South,Loans,Branch,Premium,190.78,3289,0,11,17628.99
2023-01-03,Central,Loans,ATM,Student,444.21,1436,0,2,31589.45
2024-12-16,North,Loans,Branch,Student,9411.22,2753,0,0,13565.25
2024-08-31,Central,Savings,ATM,Premium,17336.54,198,0,8,19817.15
2024-12-25,South,Insurance,Mobile App,Premium,991.71,3010,0,9,31891.99
2024-12-07,East,Mortgages,Online,Student,2116.02,4891,0,13,8536.19
2024-03-15,North,Insurance,Mobile App,Retail,416.65,3036,0,2,31445.27
2023-03-16,North,Savings,Online,Premium,688.29,4165,0,19,12015.75
2023-01-01,West,Credit Cards,ATM,Retail,3138.79,1839,0,9,42530.87
2023-03-29,East,Credit Cards,Online,Premium,5182.86,3269,0,12,32155.66
2023-12-06,West,Loans,Online,Student,662.48,4672,0,10,24397.73
2024-08-05,East,Savings,Mobile App,Student,2391.33,3718,0,17,33636.35
2023-09-07,South,Insurance,Online,Student,594.13,3130,0,6,9925.68
2024-04-18,West,Savings,Online,Premium,606.76,136,0,6,18492.76
2024-06-06,North,Mortgages,Mobile App,Business,1046.93,2278,0,6,26317.08
2023-05-14,North,Loans,Online,Business,369.79,1358,0,16,3411.42
2023-10-31,West,Credit Cards,Mobile App,Retail,1451.37,4612,0,7,43943.36
2023-01-03,North,Savings,ATM,Student,456.39,3192,0,20,15298.21
2023-09-10,East,Insurance,ATM,Business,2614.24,1893,0,5,12563.01
2024-08-31,South,Credit Cards,Branch,Student,5444.35,4551,0,18,39451.29
2023-02-28,Central,Mortgages,Online,Business,531.98,4725,0,12,42595.52
2023-08-16,North,Savings,Mobile App,Premium,396.95,1115,0,7,13224.05
2024-11-29,North,Credit Cards,Mobile App,Student,1996.1,2850,0,14,36578.2
2023-01-09,West,Mortgages,Mobile App,Premium,340.53,2411,0,14,13208.13
2024-12-20,North,Loans,Mobile App,Student,50.0,1674,0,8,49422.48
2023-12-27,South,Insurance,Branch,Student,133.43,4091,0,6,38120.66
2024-12-10,North,Mortgages,Online,Premium,147.29,1461,0,16,29897.99
2023-09-26,West,Insurance,Online,Business,2102.21,536,0,12,42340.2
2024-03-22,West,Loans,ATM,Retail,350.76,1799,0,10,46938.7
2023-10-24,South,Credit Cards,Online,Premium,172.41,4112,0,12,6903.97
2023-03-17,North,Loans,Mobile App,Business,794.19,4936,0,12,48067.85
2024-03-07,North,Insurance,Mobile App,Student,1933.52,1136,0,10,11615.5
2024-02-05,North,Savings,ATM,Premium,222.74,533,0,15,14207.31
2024-04-14,North,Insurance,Branch,Student,1169.78,4649,0,10,34918.86
2023-12-22,Central,Credit Cards,ATM,Student,2521.89,1765,0,6,15018.68
2024-12-21,North,Credit Cards,Branch,Student,1723.2,1592,1,1,30714.16
2023-07-10,Central,Loans,ATM,Premium,242.06,412,0,12,18117.72
2023-09-23,North,Loans,ATM,Business,4582.35,2319,0,9,44627.63
2023-10-22,Central,Credit Cards,Online,Business,8063.17,3126,0,11,46004.83
2024-02-08,North,Credit Cards,Branch,Retail,2473.95,3752,0,13,46393.7
2024-12-29,West,Insurance,ATM,Student,1368.42,4867,0,11,2834.62
2023-12-18,North,Loans,Mobile App,Premium,1199.04,863,0,12,20034.9
2024-01-21,South,Insurance,Mobile App,Student,5550.08,3287,0,1,28126.18
2023-06-14,East,Insurance,Mobile App,Student,695.93,2230,0,6,36529.18
2023-10-29,North,Credit Cards,Online,Student,2687.96,2687,0,13,42562.06
2024-10-01,North,Insurance,Branch,Business,1319.16,3930,0,1,40878.64
2023-12-19,East,Credit Cards,ATM,Premium,887.34,938,0,6,31670.15
2024-06-19,North,Credit Cards,Branch,Business,4242.42,2440,0,13,7545.64
2024-11-06,South,Loans,Mobile App,Business,2080.73,3174,0,0,6185.82
2023-11-28,West,Insurance,ATM,Premium,1478.45,4596,0,6,30741.82
2023-11-04,North,Credit Cards,ATM,Student,3221.15,3518,0,8,9803.77
2023-01-24,Central,Loans,ATM,Premium,4666.79,1147,0,8,13967.7
2024-05-13,North,Mortgages,Online,Student,524.98,1510,0,5,5140.06
2023-04-03,North,Mortgages,Online,Premium,1012.03,2151,0,12,49361.78
2024-12-17,East,Insurance,Branch,Business,174.48,256,0,10,5535.53
2023-10-28,Central,Savings,ATM,Student,182.91,731,0,9,48291.31
2024-11-14,North,Mortgages,ATM,Premium,160.35,3710,0,9,24054.31
2024-10-30,East,Insurance,Online,Student,1420.56,186,0,10,41843.85
2023-04-12,North,Loans,Branch,Student,400.6,4758,0,15,40888.78
2024-02-20,West,Savings,Mobile App,Student,653.36,3606,0,1,26344.95
2024-10-07,Central,Savings,Online,Business,838.2,3869,1,8,39387.45
2023-11-06,South,Savings,ATM,Retail,514.83,2344,1,15,47771.37
2023-07-14,North,Loans,Mobile App,Business,1085.96,187,0,17,48409.39
2023-12-17,Central,Credit Cards,Branch,Student,242.27,2011,0,13,8566.72
2024-05-07,West,Credit Cards,Branch,Retail,593.23,421,0,4,40600.64
2023-02-06,East,Mortgages,ATM,Retail,445.43,4177,0,1,43225.22
2023-08-19,East,Savings,Online,Retail,674.74,4101,1,5,9591.09
2024-03-10,West,Insurance,Online,Premium,11043.52,1078,0,7,2742.78
2024-10-31,South,Insurance,Online,Premium,2433.13,923,0,20,36642.53
2023-10-01,South,Loans,Online,Business,7804.1,2824,0,16,5460.18
2023-01-09,East,Loans,ATM,Business,267.54,2556,0,0,20417.03
2023-09-03,North,Insurance,ATM,Student,492.95,3899,0,11,24139.56
2024-01-24,Central,Insurance,ATM,Retail,592.54,4098,0,3,14887.49
2023-02-14,West,Savings,ATM,Business,1280.19,2138,0,2,17333.45
2024-02-27,Central,Loans,Mobile App,Retail,50.0,2489,0,18,18928.86
2023-06-07,South,Credit Cards,ATM,Retail,6612.23,2133,0,16,36235.99
2023-07-20,North,Loans,ATM,Premium,2367.38,2394,0,6,41417.76
2024-11-02,West,Loans,Branch,Retail,210.3,1944,0,5,28922.51
2023-11-29,East,Loans,Branch,Retail,1225.66,993,0,9,13391.43
2023-07-17,North,Insurance,Mobile App,Business,313.4,2783,1,16,49795.89
2024-04-10,South,Credit Cards,ATM,Business,265.06,3991,0,6,10236.6
2023-06-19,West,Loans,Branch,Premium,324.06,2622,0,16,24698.53
2024-12-08,Central,Credit Cards,Online,Premium,1769.01,2299,0,3,7611.11
2024-03-30,Central,Insurance,Mobile App,Premium,2564.19,1687,0,19,19791.41
2023-01-11,Central,Savings,Mobile App,Business,7507.31,2542,0,20,25268.54
2023-10-05,North,Savings,Branch,Business,201.93,1262,0,15,39569.2
2024-05-04,East,Loans,Branch,Business,545.04,166,0,11,45985.81
2023-06-11,West,Loans,ATM,Retail,372.1,992,0,8,46209.07
2023-03-22,East,Insurance,Online,Premium,328.13,1233,0,14,48304.74
2023-02-20,East,Credit Cards,Mobile App,Retail,626.56,4593,0,5,22128.74
2023-04-11,South,Mortgages,ATM,Retail,15610.32,4302,1,20,7556.99
2024-08-15,South,Mortgages,Branch,Business,18171.08,135,0,20,37751.14
2024-05-05,East,Credit Cards,Branch,Business,144.29,1582,0,18,41789.29
2024-11-03,West,Credit Cards,Online,Retail,4899.19,2295,0,5,18529.8
2023-11-14,West,Loans,Online,Retail,849.76,2479,0,9,42160.46
2024-09-30,North,Insurance,Branch,Student,844.35,1287,0,19,14600.68
2024-02-19,East,Loans,Online,Retail,3306.33,2460,1,8,25096.48
2024-02-02,North,Credit Cards,Mobile App,Business,90.33,3657,0,13,7878.8
2024-04-26,North,Loans,Online,Student,3107.74,4030,0,18,14849.44
2023-02-09,Central,Credit Cards,ATM,Retail,773.73,1067,0,8,35920.23
2023-03-28,North,Mortgages,Mobile App,Student,1219.77,1273,0,1,10463.15
2023-09-06,East,Savings,Online,Retail,89.81,4588,0,10,30094.03
2024-07-17,South,Loans,Branch,Student,111.66,1308,0,16,10216.44
2023-06-25,West,Insurance,ATM,Student,717.68,3603,0,9,3766.89
2024-10-25,West,Loans,Online,Business,2632.43,2501,0,13,12085.85
2024-01-15,Central,Credit Cards,Branch,Business,934.88,1918,1,8,34564.62
2024-12-10,South,Credit Cards,ATM,Student,1566.85,1996,1,14,32540.92
2024-03-01,North,Insurance,Online,Premium,878.89,505,0,1,11231.38
2024-10-18,West,Insurance,Online,Student,4179.97,1252,0,14,36693.99
2024-09-09,North,Savings,Branch,Premium,251.33,4013,0,9,33345.39
2023-11-14,East,Insurance,Branch,Retail,171.99,536,0,6,43321.56
2024-03-08,East,Savings,ATM,Business,5140.61,823,0,0,12819.38
2023-09-03,West,Loans,Online,Premium,623.99,4648,0,5,37475.17
2023-04-28,North,Mortgages,Online,Premium,12232.52,116,0,15,19880.85
2023-09-16,West,Mortgages,Online,Business,2109.53,4561,0,4,14185.02
2024-02-23,West,Mortgages,Mobile App,Student,4329.69,4032,0,9,20760.58
2024-10-26,East,Credit Cards,Branch,Business,1111.53,3849,0,7,36128.72
2023-03-24,North,Mortgages,Branch,Student,13417.31,1403,0,0,19377.14
2024-03-19,West,Credit Cards,Branch,Student,4810.77,879,0,18,28593.71
2023-11-03,West,Credit Cards,Online,Retail,9519.67,2026,0,14,45356.54
2023-04-04,East,Loans,ATM,Student,1461.53,3211,0,2,12114.74
2023-11-15,East,Credit Cards,ATM,Student,54141.43,3088,0,20,49598.95
2024-12-15,North,Insurance,ATM,Premium,3397.86,119,0,3,21071.96
2024-04-16,West,Mortgages,ATM,Premium,1094.26,1680,0,9,23463.86
2023-09-08,South,Insurance,ATM,Premium,98.01,2206,0,10,49364.26
2024-08-02,East,Credit Cards,ATM,Business,2825.53,1442,0,7,17531.71
2024-12-27,Central,Insurance,Branch,Business,3815.72,1537,0,3,22127.67
2024-04-09,South,Loans,ATM,Business,14604.98,3794,1,6,42778.16
2023-09-12,South,Savings,Online,Student,4395.21,1812,0,0,20908.72
2023-04-30,West,Loans,Branch,Retail,1322.04,2074,0,8,39026.68
2023-10-14,South,Loans,ATM,Retail,4973.09,1469,0,17,6149.1
2023-04-16,East,Insurance,ATM,Premium,287.22,2966,0,17,12766.88
2024-09-24,East,Loans,ATM,Retail,34905.54,886,0,6,10664.89
2024-07-28,North,Loans,ATM,Student,649.92,4099,0,2,33209.94
2024-06-07,East,Savings,Online,Business,265.84,1942,0,6,26481.52
2023-02-22,South,Credit Cards,Branch,Student,915.16,4256,0,5,4583.04
2024-06-02,East,Savings,Branch,Retail,488.15,3963,0,9,47155.18
2023-05-23,North,Savings,Online,Premium,5730.54,4530,0,4,13589.02
2023-07-13,East,Loans,Mobile App,Student,6429.47,1470,0,0,36239.0
2024-09-08,North,Insurance,Branch,Retail,5068.68,2850,0,15,48609.15
2024-01-24,Central,Credit Cards,ATM,Student,22485.23,3472,0,15,47711.75
2024-11-29,North,Loans,Branch,Retail,1412.56,307,0,2,40037.07
2023-10-05,East,Insurance,Online,Student,327.12,2704,0,2,3498.91
2023-08-16,North,Credit Cards,Mobile App,Premium,9804.67,4651,0,11,33257.28
2024-12-07,North,Savings,Branch,Student,9791.6,877,0,14,32530.39
2024-02-27,North,Credit Cards,ATM,Retail,190.65,4150,1,13,2660.11
2023-11-29,West,Loans,Online,Business,5084.12,3574,0,15,14453.84
2023-04-21,East,Savings,Branch,Business,368.03,1381,0,20,4976.46
2023-06-22,East,Credit Cards,Online,Business,2171.54,3017,0,9,16959.64
2024-02-12,Central,Mortgages,Branch,Premium,2256.31,405,0,20,5510.64
2024-09-20,North,Insurance,Mobile App,Business,2671.27,139,0,8,39191.41
2024-10-11,North,Savings,Online,Retail,126.79,3192,0,10,39222.55
2024-10-01,East,Loans,ATM,Premium,845.58,4250,0,13,24510.75
2023-03-18,North,Mortgages,Mobile App,Business,105.21,2263,0,10,7831.53
2024-12-14,Central,Loans,Online,Retail,267.74,2704,0,17,2618.77
2024-02-22,East,Mortgages,Mobile App,Premium,245.8,1558,0,16,35146.45
2024-03-15,South,Loans,Online,Business,4843.93,4756,0,7,5716.42
2024-11-25,North,Mortgages,ATM,Premium,2200.48,4640,0,9,32108.11
2023-12-01,East,Mortgages,Online,Retail,406.38,3742,0,9,9961.48
2024-01-06,North,Loans,Mobile App,Student,4209.52,2306,0,7,43743.14
2024-07-01,Central,Credit Cards,ATM,Premium,6740.82,2234,0,8,34096.08
2023-10-25,West,Credit Cards,ATM,Business,2221.07,1667,0,8,38087.21
2023-10-03,Central,Insurance,Online,Premium,4075.28,4028,0,13,31271.92
2023-05-05,North,Insurance,Mobile App,Premium,2302.1,1152,0,6,48353.62
2024-10-15,Central,Savings,ATM,Business,160.89,1332,0,14,44231.0
2023-10-18,West,Credit Cards,Branch,Student,793.37,3467,0,17,49410.99
2024-11-19,East,Savings,Branch,Business,6502.24,4294,1,13,32782.35
2024-04-25,North,Credit Cards,ATM,Student,1043.87,628,0,0,21431.77
2023-04-24,North,Credit Cards,ATM,Business,819.49,4515,0,16,11105.07
2023-04-21,Central,Mortgages,Online,Business,1088.93,3957,0,15,33375.2
2023-02-13,West,Insurance,Mobile App,Retail,23200.65,1428,0,13,25982.67
2023-02-05,East,Mortgages,ATM,Student,50.0,3706,0,11,27357.9
2024-09-01,Central,Insurance,Online,Retail,79.26,4510,0,5,7240.73
2023-02-16,South,Savings,Branch,Student,1769.66,3301,0,10,15444.48
2023-08-25,East,Mortgages,Mobile App,Retail,276.16,2321,0,4,2495.41
2023-01-27,East,Savings,Mobile App,Retail,5064.68,4374,0,11,2191.32
2023-03-08,East,Loans,Branch,Business,178.76,4440,0,15,4839.16
2024-08-11,South,Mortgages,Branch,Business,430.07,4019,0,14,6890.01
2023-03-01,South,Credit Cards,Mobile App,Premium,540.87,1203,0,11,42682.39
2024-10-25,North,Insurance,Online,Student,339.64,4206,0,19,40703.44
2023-02-19,North,Insurance,Branch,Student,4373.03,1848,0,1,25348.38
2024-11-18,West,Credit Cards,ATM,Student,3114.19,627,0,20,12614.92
2023-08-12,East,Insurance,Branch,Premium,319.79,1743,0,2,9204.6
2024-07-25,South,Loans,ATM,Student,782.04,3564,0,19,9805.01
2024-10-04,West,Credit Cards,Branch,Retail,2187.38,4728,1,15,16267.73
2024-11-06,Central,Savings,Mobile App,Retail,396.03,4036,1,16,36749.94
2024-05-29,East,Savings,Mobile App,Student,3021.98,2418,0,8,27447.91
2023-10-21,West,Loans,ATM,Student,949.2,2649,0,7,41164.44
2023-10-31,West,Loans,ATM,Retail,50.0,2262,0,2,32198.55
2023-11-02,South,Savings,ATM,Student,1653.99,3036,0,13,29638.25
2023-01-21,Central,Savings,Branch,Student,1702.43,2108,0,19,49611.63
2024-06-13,South,Savings,Mobile App,Business,752.35,3905,0,16,36734.98
2024-01-21,Central,Loans,Online,Business,202.62,2857,0,11,40900.91
2024-11-13,South,Loans,Mobile App,Premium,600.1,2657,0,16,46825.41
2023-08-27,South,Mortgages,Branch,Premium,670.86,4554,0,10,33064.31
2023-05-17,East,Insurance,Mobile App,Business,541.12,817,0,20,15831.11
2024-11-20,North,Credit Cards,Mobile App,Retail,783.75,2897,0,15,13422.64
2024-04-21,East,Loans,Mobile App,Business,37390.53,2760,0,11,23526.98
2024-04-09,East,Loans,Online,Premium,636.43,720,0,19,15976.58
2024-03-08,South,Mortgages,Branch,Premium,192.0,2796,0,8,45563.84
2024-06-20,West,Savings,Branch,Student,479.36,352,0,18,45513.23
2023-10-15,East,Savings,Online,Premium,1290.31,1182,0,4,15122.53
2023-06-15,East,Loans,Branch,Premium,68.02,3097,0,16,14457.77
2023-10-24,North,Savings,Branch,Business,62.81,4602,0,11,36049.73
2024-08-22,North,Loans,ATM,Premium,4607.14,2914,0,7,10726.5
2024-12-15,East,Mortgages,Mobile App,Retail,109.57,1148,0,3,18513.38
2024-08-30,South,Credit Cards,ATM,Student,787.36,1475,0,3,7824.23
2024-04-10,East,Credit Cards,Online,Student,448.04,4394,0,13,31721.56
2023-02-11,South,Mortgages,Online,Student,233.97,2808,0,14,39521.4
2024-01-17,North,Credit Cards,Branch,Student,3124.13,3528,0,20,6753.89
2023-09-03,North,Loans,Branch,Premium,1251.79,3392,0,8,20579.41
2023-07-19,North,Credit Cards,ATM,Premium,2616.75,2152,0,5,3736.47
2023-02-14,Central,Mortgages,Mobile App,Retail,1932.83,2950,0,1,41126.64
2023-01-01,Central,Credit Cards,Online,Student,1602.71,4111,0,15,32238.72
2024-03-05,Central,Credit Cards,Online,Student,133.4,3498,0,19,17000.03
2024-09-21,East,Insurance,Mobile App,Premium,462.89,386,0,6,5037.52
2023-03-01,Central,Loans,Online,Premium,137.0,3858,0,0,20832.65
2024-07-09,North,Insurance,Online,Business,2381.44,972,0,10,6414.64
2023-04-23,North,Mortgages,Mobile App,Retail,19281.02,2887,0,3,17352.5
2023-08-08,West,Insurance,Mobile App,Retail,4887.58,2185,0,2,18000.9
2024-05-22,West,Insurance,Branch,Premium,1089.82,2475,0,12,43970.01
2024-02-25,West,Mortgages,Branch,Business,18420.91,2336,0,7,26295.76
2024-09-22,South,Savings,Online,Retail,505.29,2574,0,3,35273.15
2024-08-19,North,Credit Cards,Mobile App,Retail,13781.58,2807,0,4,19696.22
2023-06-13,North,Mortgages,Branch,Student,1768.94,4248,0,11,11945.59
2024-02-20,East,Mortgages,Online,Student,2890.32,4443,0,9,19672.08
2024-01-17,North,Savings,Branch,Student,466.87,195,0,1,44388.95
2024-04-16,West,Credit Cards,ATM,Business,975.89,944,0,17,31213.67
2023-09-25,East,Insurance,Mobile App,Premium,11110.82,1135,0,6,48335.54
2024-01-05,East,Loans,ATM,Student,2035.45,680,0,20,36295.21
2024-11-25,North,Credit Cards,Online,Retail,9609.76,4166,0,9,11201.98
2024-05-28,South,Insurance,Mobile App,Retail,1539.77,2773,0,3,49948.86
2023-11-21,Central,Loans,Branch,Student,201.57,3850,0,15,10942.0
2023-02-25,South,Insurance,Mobile App,Student,410.36,4775,0,8,42369.03
2024-07-02,South,Loans,Online,Student,3468.81,1446,0,3,42564.71
2024-11-24,Central,Savings,Online,Premium,1384.23,3088,0,15,35055.63
2023-04-25,West,Mortgages,ATM,Business,62.67,3237,1,6,1412.81
2023-06-23,South,Credit Cards,Mobile App,Business,5873.64,4425,0,6,11751.15
2024-03-03,North,Mortgages,Online,Retail,554.01,3682,0,3,39319.58
2023-01-11,Central,Savings,Online,Retail,32010.85,2166,0,11,9639.43
2024-01-05,West,Mortgages,Branch,Premium,2380.83,1206,0,3,32784.9
2024-12-05,North,Credit Cards,Online,Retail,209.77,4446,0,19,16454.23
2023-11-04,North,Savings,Branch,Premium,13321.13,2174,0,5,41269.25
2023-05-05,East,Mortgages,Mobile App,Retail,2683.99,1061,1,12,17816.86
2024-03-01,South,Loans,Branch,Business,976.56,2229,0,18,42615.89
2023-08-16,East,Credit Cards,Mobile App,Business,206.41,4239,0,11,7848.52
2024-04-16,West,Savings,ATM,Business,224.48,769,0,11,23955.91
2024-08-13,North,Credit Cards,Branch,Business,6899.81,4525,0,14,7439.84
2024-02-05,South,Loans,Branch,Premium,2554.74,960,0,7,49177.59
2023-11-02,Central,Loans,ATM,Retail,871.94,851,0,16,22895.59
2023-02-20,North,Mortgages,Mobile App,Business,7896.85,1765,0,14,5689.17
2023-05-11,North,Loans,Online,Premium,64.95,2752,0,19,2800.58
2023-07-16,East,Mortgages,Online,Business,5780.39,4295,0,3,40421.09
2023-10-28,East,Savings,Branch,Retail,2693.91,748,0,14,30568.09
